id,name,english.grade,math.grade,sciences.grade,language.grade,nationality,city,gender,ethnic.group
741,Student_741,89.78,85.84,96.33,89.85,Canadian,Mumbai,Other,Group A
742,Student_742,38.13,43.44,35.13,3.99,American,Toronto,Other,Group B
743,Student_743,76.5,30.3,83.62,10.53,Indian,London,Other,Group A
744,Student_744,99.41,84.05,49.5,81.14,American,New York,Male,Group B
745,Student_745,42.77,73.35,66.41,92.97,British,New York,Other,Group C
746,Student_746,81.03,65.01,53.56,96.95,British,Mumbai,Other,Group B
747,Student_747,91.64,90.84,26.39,65.67,Indian,Sydney,Other,Group E
748,Student_748,88.08,65.32,55.8,34.27,Canadian,Toronto,Male,Group B
749,Student_749,0.8,8.18,2.88,22.49,American,Toronto,Female,Group E
750,Student_750,92.81,52.6,25.95,39.71,Australian,Toronto,Female,Group C
751,Student_751,55.34,0.17,98.66,57.57,Canadian,Sydney,Other,Group B
752,Student_752,25.11,42.92,36.81,30.08,American,Toronto,Other,Group A
753,Student_753,96.61,31.21,88.98,28.65,British,Mumbai,Male,Group E
754,Student_754,35.14,19.79,15.62,89.03,American,Sydney,Female,Group B
755,Student_755,78.32,74.39,33.79,52.52,British,New York,Other,Group C
756,Student_756,98.77,70.81,86.51,51.41,Canadian,Mumbai,Other,Group B
757,Student_757,51.51,4.45,39.02,45.45,Indian,New York,Male,Group A
758,Student_758,69.59,43.82,67.7,97.7,Indian,Sydney,Male,Group E
759,Student_759,49.55,77.08,48.5,93.94,Canadian,London,Male,Group A
760,Student_760,37.88,75.89,54.96,8.64,Indian,Sydney,Male,Group B
761,Student_761,43.02,67.16,43.64,5.18,British,London,Other,Group B
762,Student_762,49.35,8.22,76.14,94.43,Australian,London,Female,Group A
763,Student_763,53.6,84.57,52.79,13.3,Australian,Mumbai,Female,Group A
764,Student_764,99.79,20.96,83.14,88.81,Canadian,New York,Other,Group C
765,Student_765,22.37,61.47,48.3,38.38,Indian,London,Male,Group D
766,Student_766,81.14,30.78,97.19,63.8,Indian,London,Other,Group A
767,Student_767,67.47,56.46,55.74,76.4,Canadian,New York,Male,Group B
768,Student_768,75.62,23.61,3.3,18.01,Canadian,Mumbai,Female,Group E
769,Student_769,91.67,25.16,80.01,28.63,American,Mumbai,Other,Group A
770,Student_770,36.66,3.91,15.2,75.26,Canadian,New York,Other,Group E
771,Student_771,32.79,47.68,20.18,1.3,American,Sydney,Other,Group B
772,Student_772,58.14,3.7,0.74,55.37,British,Mumbai,Male,Group C
773,Student_773,80.17,98.84,4.01,2.09,Canadian,Mumbai,Male,Group A
774,Student_774,50.91,12.97,42.84,10.26,Canadian,Sydney,Male,Group D
775,Student_775,68.01,30.6,74.2,41.12,Australian,Mumbai,Male,Group B
776,Student_776,69.72,23.94,3.72,90.93,Canadian,New York,Male,Group D
777,Student_777,32.11,57.86,86.2,54.58,Australian,Sydney,Other,Group A
778,Student_778,3.88,36.99,3.5,74.23,American,Toronto,Other,Group D
779,Student_779,39.69,10.39,61.46,68.28,American,New York,Other,Group D
780,Student_780,20.83,86.05,47.64,74.66,American,Mumbai,Other,Group C
781,Student_781,23.12,82.81,85.17,25.13,Indian,Sydney,Female,Group B
782,Student_782,76.43,73.52,53.18,51.33,British,London,Other,Group D
783,Student_783,89.75,54.52,54.82,6.83,Canadian,Sydney,Male,Group B
784,Student_784,73.83,44.93,11.92,55.93,American,New York,Female,Group A
785,Student_785,91.44,82.93,85.94,67.4,British,Sydney,Female,Group B
786,Student_786,43.37,4.24,83.64,92.64,Australian,Mumbai,Other,Group D
787,Student_787,2.1,17.0,60.49,73.46,American,London,Other,Group E
788,Student_788,80.01,18.59,35.58,84.04,Canadian,Toronto,Other,Group C
789,Student_789,0.19,97.1,70.07,35.91,Canadian,Toronto,Female,Group C
790,Student_790,92.21,9.08,98.63,34.01,Australian,London,Other,Group A
791,Student_791,99.32,74.58,37.48,13.52,Australian,Toronto,Female,Group A
792,Student_792,5.67,43.09,1.25,78.37,Canadian,Sydney,Female,Group D
793,Student_793,10.22,48.14,71.0,86.7,British,Sydney,Male,Group E
794,Student_794,15.78,93.26,36.33,92.31,Canadian,New York,Other,Group D
795,Student_795,69.92,95.97,31.81,89.77,American,London,Male,Group E
796,Student_796,13.15,57.09,49.75,33.08,British,Sydney,Other,Group D
797,Student_797,80.84,36.77,85.61,44.83,Canadian,Sydney,Male,Group C
798,Student_798,54.64,68.69,44.45,23.12,British,Toronto,Female,Group C
799,Student_799,57.08,68.08,29.78,7.64,Australian,London,Male,Group B
800,Student_800,30.38,72.02,5.96,38.28,Canadian,Toronto,Other,Group E
801,Student_801,77.54,33.84,50.97,67.34,American,Sydney,Female,Group D
802,Student_802,24.47,74.48,80.84,19.97,Canadian,Mumbai,Other,Group D
803,Student_803,62.46,27.5,85.68,82.18,British,Toronto,Male,Group E
804,Student_804,8.57,15.01,8.93,16.42,Canadian,Mumbai,Female,Group C
805,Student_805,20.79,71.67,25.42,68.26,Canadian,New York,Other,Group B
806,Student_806,84.83,62.1,17.93,24.65,Indian,Mumbai,Female,Group A
807,Student_807,45.31,47.99,11.1,69.97,American,London,Other,Group A
808,Student_808,57.71,75.6,59.23,24.62,American,New York,Male,Group E
809,Student_809,47.86,19.81,46.82,93.49,American,Mumbai,Female,Group B
810,Student_810,17.39,17.7,23.23,24.32,Indian,New York,Other,Group E
811,Student_811,8.04,13.99,11.5,53.67,American,Toronto,Other,Group A
812,Student_812,92.19,41.08,95.78,77.88,Indian,Toronto,Other,Group C
813,Student_813,24.37,92.81,2.58,81.43,Canadian,New York,Female,Group C
814,Student_814,55.45,1.72,25.7,22.15,British,Toronto,Female,Group A
815,Student_815,46.98,19.67,13.45,96.01,Canadian,Toronto,Female,Group B
816,Student_816,53.36,70.61,15.57,29.32,Indian,London,Female,Group A
817,Student_817,57.17,77.41,7.6,96.02,British,Mumbai,Male,Group A
818,Student_818,74.83,69.75,15.71,93.88,Australian,London,Other,Group A
819,Student_819,6.11,44.83,36.83,41.32,Canadian,London,Male,Group E
820,Student_820,49.98,83.33,26.05,15.0,British,Mumbai,Other,Group E
821,Student_821,88.37,42.12,72.81,19.39,Australian,London,Female,Group B
822,Student_822,95.05,5.37,88.41,79.77,British,Toronto,Female,Group E
823,Student_823,92.59,8.63,92.13,98.85,American,London,Male,Group B
824,Student_824,24.87,19.5,26.58,58.33,British,Toronto,Female,Group C
825,Student_825,10.11,94.92,56.13,3.41,Indian,London,Male,Group B
826,Student_826,60.14,19.84,70.07,40.41,British,Sydney,Female,Group E
827,Student_827,53.61,63.01,72.91,0.91,Canadian,Toronto,Other,Group C
828,Student_828,33.14,5.79,11.53,83.57,British,New York,Female,Group B
829,Student_829,69.66,73.36,35.82,47.29,American,Mumbai,Other,Group B
830,Student_830,50.19,72.29,66.38,43.54,American,New York,Male,Group C
831,Student_831,33.14,4.87,86.4,47.89,Australian,Toronto,Other,Group A
832,Student_832,49.74,92.81,52.71,36.85,Australian,Toronto,Other,Group D
833,Student_833,94.02,14.37,43.87,45.24,Indian,New York,Female,Group D
834,Student_834,32.95,79.81,62.33,18.67,Australian,Sydney,Female,Group A
835,Student_835,87.92,22.75,10.74,21.9,Australian,Mumbai,Other,Group C
836,Student_836,5.94,10.85,3.29,57.12,American,New York,Female,Group E
837,Student_837,38.68,39.96,57.09,96.82,American,London,Male,Group C
838,Student_838,38.88,5.38,12.5,39.79,Indian,Mumbai,Female,Group D
839,Student_839,81.28,27.41,28.8,4.57,Indian,Sydney,Male,Group C
840,Student_840,64.71,22.68,98.88,92.66,Canadian,Toronto,Male,Group D
841,Student_841,97.08,92.37,57.39,45.08,Australian,London,Male,Group E
842,Student_842,27.57,86.86,48.25,37.64,Canadian,Mumbai,Other,Group A
843,Student_843,81.38,69.07,53.4,72.07,Canadian,Mumbai,Male,Group E
844,Student_844,1.34,7.13,46.69,76.58,American,Sydney,Other,Group E
845,Student_845,82.8,43.79,75.71,21.0,American,London,Male,Group E
846,Student_846,83.3,91.74,85.26,23.12,American,London,Female,Group E
847,Student_847,40.04,9.13,43.83,40.2,Indian,Sydney,Female,Group B
848,Student_848,79.23,34.29,29.12,17.58,British,New York,Female,Group E
849,Student_849,70.4,66.09,73.07,5.87,American,London,Male,Group E
850,Student_850,84.11,65.65,28.14,24.62,Australian,New York,Female,Group B
851,Student_851,60.64,54.63,11.31,92.22,Indian,Sydney,Female,Group E
852,Student_852,57.15,21.86,44.63,76.72,Canadian,London,Female,Group D
853,Student_853,49.71,70.39,79.81,54.49,Australian,Sydney,Male,Group E
854,Student_854,75.92,19.18,10.29,89.84,American,Toronto,Male,Group D
855,Student_855,72.39,24.0,85.39,0.46,Australian,London,Other,Group D
856,Student_856,12.52,76.53,10.78,62.95,American,Sydney,Female,Group B
857,Student_857,97.59,20.49,1.79,40.31,Indian,Mumbai,Female,Group C
858,Student_858,71.5,62.17,51.29,69.36,British,Sydney,Other,Group E
859,Student_859,36.74,6.3,32.31,43.69,Australian,Mumbai,Male,Group D
860,Student_860,95.9,85.13,81.58,35.74,American,Toronto,Other,Group D
861,Student_861,24.71,63.13,92.28,79.04,American,Mumbai,Other,Group D
862,Student_862,90.24,36.33,64.3,1.04,American,Mumbai,Female,Group D
863,Student_863,87.37,90.44,18.16,36.28,British,London,Male,Group D
864,Student_864,67.51,6.09,80.48,38.84,American,Sydney,Other,Group A
865,Student_865,26.93,92.9,72.98,39.87,Canadian,Toronto,Male,Group B
866,Student_866,52.0,4.54,12.93,73.72,Indian,Toronto,Female,Group B
867,Student_867,25.6,88.69,14.49,51.43,Australian,Mumbai,Female,Group B
868,Student_868,13.1,97.22,25.98,23.0,Australian,New York,Female,Group E
869,Student_869,61.63,80.02,57.23,86.05,Canadian,New York,Female,Group C
870,Student_870,23.79,62.57,44.57,83.1,Indian,Sydney,Male,Group A
871,Student_871,22.21,96.14,96.31,37.72,Canadian,London,Male,Group E
872,Student_872,35.99,99.95,43.91,84.04,Australian,Mumbai,Female,Group C
873,Student_873,21.32,44.88,94.92,46.98,British,Mumbai,Female,Group A
874,Student_874,9.16,95.13,40.59,20.56,Australian,Mumbai,Other,Group C
875,Student_875,77.67,40.01,30.45,30.14,Canadian,London,Male,Group C
876,Student_876,67.01,31.03,90.32,55.13,Australian,Sydney,Other,Group B
877,Student_877,47.22,52.42,5.22,51.21,Canadian,London,Female,Group B
878,Student_878,73.9,58.87,15.93,4.41,British,London,Female,Group B
879,Student_879,98.26,59.15,0.33,59.56,Indian,Sydney,Male,Group B
880,Student_880,22.85,26.15,59.37,7.55,Canadian,London,Female,Group E
881,Student_881,20.26,59.59,19.48,68.32,British,New York,Other,Group B
882,Student_882,91.08,97.35,69.27,2.27,British,Toronto,Female,Group C
883,Student_883,61.89,28.24,25.24,83.34,Indian,London,Other,Group A
884,Student_884,17.03,25.51,67.38,59.98,Indian,Mumbai,Female,Group D
885,Student_885,14.13,33.77,93.84,86.93,Indian,Mumbai,Other,Group E
886,Student_886,62.99,36.08,94.71,79.22,American,Mumbai,Female,Group E
887,Student_887,47.88,69.44,35.87,84.75,Canadian,Sydney,Other,Group E
888,Student_888,91.41,21.79,71.25,27.82,Indian,New York,Female,Group C
889,Student_889,45.11,81.27,43.69,26.56,Indian,London,Other,Group E
890,Student_890,36.88,73.62,62.48,60.52,Australian,Mumbai,Female,Group E
891,Student_891,87.47,37.38,2.49,34.69,Australian,Sydney,Male,Group C
892,Student_892,66.29,57.49,54.97,91.38,American,Sydney,Male,Group E
893,Student_893,99.52,44.98,66.11,92.11,American,Sydney,Other,Group D
894,Student_894,15.95,3.81,66.69,19.02,Indian,Mumbai,Male,Group B
895,Student_895,68.42,66.48,15.54,86.48,Australian,Sydney,Other,Group E
896,Student_896,80.44,91.32,44.0,34.69,American,Mumbai,Other,Group E
897,Student_897,50.95,8.73,41.38,83.72,Australian,Sydney,Male,Group E
898,Student_898,25.09,48.93,97.69,80.96,Indian,London,Other,Group A
899,Student_899,4.24,14.74,94.15,26.7,American,Mumbai,Male,Group C
900,Student_900,23.32,13.96,82.02,52.12,American,Sydney,Female,Group B
901,Student_901,58.24,63.08,94.93,96.74,Australian,Sydney,Female,Group C
902,Student_902,7.76,88.92,37.16,34.27,Indian,London,Other,Group A
903,Student_903,39.73,33.89,26.72,91.81,British,Sydney,Male,Group A
904,Student_904,37.27,72.1,10.01,67.58,Canadian,London,Female,Group A
905,Student_905,1.18,32.8,62.96,12.54,Canadian,Toronto,Male,Group D
906,Student_906,77.44,71.52,82.2,59.17,British,Mumbai,Other,Group B
907,Student_907,61.03,32.34,50.22,2.32,British,New York,Female,Group C
908,Student_908,57.11,82.25,68.39,70.13,Australian,Mumbai,Other,Group A
909,Student_909,23.93,77.18,90.68,17.97,Indian,Sydney,Male,Group D
910,Student_910,11.92,92.75,84.71,83.0,American,Toronto,Other,Group A
911,Student_911,39.01,16.65,55.12,27.63,Australian,Toronto,Female,Group B
912,Student_912,31.17,81.26,68.54,20.34,Australian,Toronto,Female,Group B
913,Student_913,83.61,10.96,84.53,3.74,American,Sydney,Male,Group A
914,Student_914,65.01,22.16,52.37,83.03,American,Mumbai,Other,Group C
915,Student_915,85.89,0.7,43.09,41.97,American,Mumbai,Female,Group E
916,Student_916,64.55,44.53,66.44,60.74,British,Sydney,Male,Group C
917,Student_917,69.48,91.36,33.82,76.46,Australian,Mumbai,Female,Group A
918,Student_918,20.42,90.07,1.69,98.77,British,London,Female,Group D
919,Student_919,57.43,53.84,79.45,11.62,British,Mumbai,Other,Group C
920,Student_920,16.03,87.23,65.84,12.08,British,Sydney,Female,Group D
921,Student_921,44.52,1.08,70.03,29.27,American,Mumbai,Other,Group A
922,Student_922,8.02,91.14,38.94,77.19,Canadian,Sydney,Male,Group E
923,Student_923,44.9,58.78,41.38,98.48,Indian,Mumbai,Male,Group A
924,Student_924,82.73,4.04,40.38,85.21,Canadian,Mumbai,Male,Group C
925,Student_925,42.35,93.79,54.79,89.66,Canadian,Sydney,Other,Group E
926,Student_926,7.28,69.36,94.11,43.33,British,Mumbai,Male,Group C
927,Student_927,77.31,86.1,25.12,63.36,British,Mumbai,Other,Group E
928,Student_928,41.47,19.48,9.1,52.46,Indian,New York,Male,Group D
929,Student_929,80.8,34.18,34.5,19.43,British,Mumbai,Other,Group A
930,Student_930,8.59,80.39,90.49,53.19,Australian,New York,Male,Group D
931,Student_931,75.71,87.57,38.96,87.92,British,New York,Male,Group D
932,Student_932,8.17,66.76,96.72,40.7,American,London,Male,Group B
933,Student_933,57.1,12.44,53.21,52.22,Canadian,New York,Female,Group C
934,Student_934,54.18,76.07,6.39,15.81,Indian,Sydney,Male,Group D
935,Student_935,68.51,40.5,76.64,82.07,American,Mumbai,Female,Group A
936,Student_936,56.19,11.29,77.02,3.03,British,Toronto,Female,Group E
937,Student_937,14.55,3.57,77.68,20.43,Australian,Mumbai,Male,Group C
938,Student_938,38.43,30.34,91.59,72.89,Canadian,Toronto,Other,Group B
939,Student_939,0.31,14.7,31.72,19.25,British,London,Other,Group A
940,Student_940,10.64,11.54,4.49,7.5,Indian,London,Other,Group B
941,Student_941,92.01,68.21,85.57,13.59,American,London,Male,Group B
942,Student_942,8.62,15.27,78.42,4.29,British,Sydney,Female,Group E
943,Student_943,11.69,35.17,16.12,68.02,British,New York,Male,Group D
944,Student_944,25.53,3.21,75.6,17.65,American,Toronto,Other,Group C
945,Student_945,56.21,43.09,32.45,19.44,Australian,Toronto,Other,Group D
946,Student_946,44.44,74.81,56.24,69.69,American,Toronto,Other,Group A
947,Student_947,49.61,58.59,48.91,34.43,British,London,Other,Group E
948,Student_948,32.2,65.23,47.37,63.97,Canadian,London,Female,Group C
949,Student_949,18.51,75.65,90.95,87.29,American,Sydney,Female,Group A
950,Student_950,15.18,16.62,83.17,28.52,British,Mumbai,Male,Group A
951,Student_951,98.32,88.56,61.53,20.64,American,Toronto,Other,Group C
952,Student_952,44.36,61.65,81.53,63.55,American,Sydney,Other,Group B
953,Student_953,43.14,97.34,34.68,31.36,Canadian,Sydney,Other,Group B
954,Student_954,84.73,99.81,50.84,54.13,British,Toronto,Female,Group E
955,Student_955,89.42,67.96,21.35,56.6,British,Mumbai,Female,Group D
956,Student_956,25.36,68.01,86.63,53.67,British,Sydney,Other,Group C
957,Student_957,15.44,93.43,80.79,85.97,Indian,New York,Other,Group C
958,Student_958,94.1,95.94,67.67,53.43,Australian,Toronto,Other,Group A
959,Student_959,44.06,55.02,47.88,31.64,Australian,New York,Female,Group C
960,Student_960,29.87,74.57,0.18,91.99,Indian,Mumbai,Other,Group C
961,Student_961,93.31,82.86,49.76,75.73,Australian,New York,Male,Group C
962,Student_962,26.15,97.27,48.49,25.19,Indian,London,Other,Group E
963,Student_963,56.83,24.14,74.76,11.95,Australian,Mumbai,Male,Group C
964,Student_964,93.41,67.07,92.88,33.04,American,London,Other,Group B
965,Student_965,43.8,42.22,38.01,94.6,American,New York,Male,Group E
966,Student_966,54.19,39.37,24.18,93.22,Indian,Mumbai,Other,Group D
967,Student_967,59.9,54.1,30.61,28.78,Canadian,London,Other,Group D
968,Student_968,97.85,11.18,14.9,94.89,Indian,New York,Male,Group E
969,Student_969,28.85,48.83,1.82,1.1,Australian,Mumbai,Female,Group C
970,Student_970,53.07,62.38,19.71,21.51,Indian,Toronto,Other,Group E
971,Student_971,51.04,99.19,1.56,8.38,Indian,New York,Male,Group D
972,Student_972,36.0,85.6,70.98,51.34,American,New York,Other,Group A
973,Student_973,50.64,58.47,50.89,31.42,American,Mumbai,Male,Group E
974,Student_974,94.61,44.96,54.77,96.16,British,Toronto,Other,Group D
975,Student_975,92.34,63.08,46.77,13.83,British,Mumbai,Female,Group D
976,Student_976,83.26,4.21,7.84,90.22,British,Sydney,Female,Group D
977,Student_977,96.74,61.15,84.79,80.94,Australian,New York,Female,Group A
978,Student_978,70.11,65.9,16.15,73.34,Australian,Sydney,Other,Group D
979,Student_979,99.01,81.32,39.97,84.87,Indian,Sydney,Other,Group B
980,Student_980,0.14,26.05,72.44,81.28,American,Toronto,Male,Group C
981,Student_981,14.35,94.28,58.84,30.18,American,London,Other,Group A
982,Student_982,93.67,61.83,25.9,81.69,Indian,London,Female,Group B
983,Student_983,30.64,83.67,3.44,58.66,Canadian,Toronto,Other,Group A
984,Student_984,82.53,3.65,76.5,12.83,Indian,New York,Male,Group E
985,Student_985,22.71,27.43,95.23,85.28,British,London,Female,Group E
986,Student_986,11.31,10.43,34.72,98.32,American,Mumbai,Other,Group D
987,Student_987,21.59,39.37,39.75,26.65,American,Sydney,Male,Group E
988,Student_988,93.86,95.82,38.34,59.0,British,Mumbai,Female,Group E
989,Student_989,31.02,44.44,87.18,10.39,American,Toronto,Male,Group C
990,Student_990,62.0,7.92,56.77,19.88,British,London,Female,Group E
991,Student_991,15.99,54.39,49.57,93.4,British,Mumbai,Female,Group C
992,Student_992,75.84,20.02,6.39,31.89,American,London,Other,Group A
993,Student_993,46.64,83.96,36.8,3.54,British,Toronto,Male,Group A
994,Student_994,68.42,58.31,82.71,75.61,British,Toronto,Female,Group A
995,Student_995,7.38,0.83,97.05,66.81,Australian,Mumbai,Male,Group C
996,Student_996,27.47,84.44,52.83,41.45,British,Sydney,Other,Group C
997,Student_997,91.87,70.38,31.47,9.08,Canadian,Sydney,Female,Group D
998,Student_998,6.77,55.35,57.0,2.56,Canadian,Toronto,Other,Group B
999,Student_999,34.44,51.84,84.5,25.74,Indian,Sydney,Female,Group E
1000,Student_1000,6.93,91.76,69.29,50.93,British,New York,Other,Group E
1001,Student_1001,99.39,6.41,30.31,61.57,American,Toronto,Male,Group C
1002,Student_1002,66.11,58.78,9.22,9.11,Canadian,Toronto,Other,Group B
1003,Student_1003,82.64,69.78,29.49,87.72,Australian,Toronto,Other,Group A
1004,Student_1004,77.09,22.53,92.63,33.26,Canadian,Mumbai,Other,Group E
1005,Student_1005,18.68,99.37,56.25,32.27,Australian,Toronto,Other,Group B
1006,Student_1006,57.35,20.33,44.31,19.74,Indian,New York,Female,Group C
1007,Student_1007,8.98,47.24,29.47,74.86,Canadian,New York,Other,Group C
1008,Student_1008,19.7,45.35,34.74,14.43,British,New York,Other,Group C
1009,Student_1009,40.89,98.84,48.47,71.76,American,Toronto,Other,Group C
1010,Student_1010,26.0,32.29,9.67,10.33,Indian,Toronto,Female,Group C
1011,Student_1011,88.42,24.38,87.62,24.26,Canadian,Toronto,Female,Group D
1012,Student_1012,56.98,44.41,12.82,51.08,British,New York,Other,Group E
1013,Student_1013,36.33,72.07,46.49,83.67,British,Sydney,Male,Group B
1014,Student_1014,57.4,62.05,27.81,5.36,American,New York,Other,Group B
1015,Student_1015,94.55,95.53,75.32,19.74,Canadian,Mumbai,Female,Group A
1016,Student_1016,74.82,18.94,56.31,74.16,Canadian,Toronto,Female,Group A
1017,Student_1017,28.79,5.97,46.53,25.71,Australian,London,Other,Group E
1018,Student_1018,11.85,93.72,89.72,91.17,British,London,Male,Group C
1019,Student_1019,45.41,29.11,67.29,99.89,Canadian,New York,Male,Group B
1020,Student_1020,65.36,39.04,14.26,98.28,Australian,New York,Male,Group C
1021,Student_1021,91.31,71.74,38.45,1.29,American,London,Other,Group C
1022,Student_1022,81.48,74.45,56.98,79.67,British,London,Other,Group A
1023,Student_1023,70.28,67.81,21.76,99.5,Canadian,New York,Male,Group C
1024,Student_1024,73.17,10.25,89.91,74.11,American,London,Other,Group E
1025,Student_1025,55.66,78.02,84.15,54.55,Australian,London,Other,Group A
1026,Student_1026,17.25,50.32,56.32,91.51,Indian,London,Other,Group C
1027,Student_1027,33.08,46.15,69.36,98.14,Indian,New York,Male,Group B
1028,Student_1028,2.5,55.44,31.87,89.05,American,Toronto,Female,Group B
1029,Student_1029,80.29,17.23,41.75,84.2,Australian,London,Other,Group C
1030,Student_1030,53.31,63.48,93.22,47.24,Indian,Sydney,Female,Group D
1031,Student_1031,13.17,2.9,97.71,22.58,Indian,London,Other,Group A
1032,Student_1032,55.69,48.2,77.31,75.9,Canadian,Sydney,Female,Group B
1033,Student_1033,38.25,45.18,68.93,57.9,American,Sydney,Female,Group C
1034,Student_1034,94.46,12.0,50.85,81.59,Canadian,Toronto,Female,Group C
1035,Student_1035,18.3,63.33,10.19,7.76,British,Mumbai,Female,Group C
1036,Student_1036,0.73,55.06,28.23,77.8,Indian,London,Female,Group C
1037,Student_1037,96.44,58.39,15.89,55.64,American,Mumbai,Female,Group B
1038,Student_1038,94.5,50.77,61.23,51.51,Indian,New York,Female,Group B
1039,Student_1039,65.13,35.41,67.4,6.7,American,Mumbai,Male,Group B
1040,Student_1040,24.05,79.99,40.45,70.71,British,Toronto,Female,Group D
1041,Student_1041,16.43,14.07,20.71,24.99,Indian,Sydney,Other,Group B
1042,Student_1042,87.18,6.4,30.05,93.25,Indian,London,Male,Group C
1043,Student_1043,84.48,12.62,2.87,76.23,Canadian,Sydney,Other,Group E
1044,Student_1044,97.67,99.69,98.42,49.13,American,Mumbai,Other,Group E
1045,Student_1045,80.21,9.85,8.75,33.55,American,New York,Male,Group E
1046,Student_1046,76.24,75.12,79.15,19.72,Canadian,London,Female,Group D
1047,Student_1047,94.62,18.02,72.95,88.15,American,Sydney,Female,Group A
1048,Student_1048,53.73,49.55,68.13,16.59,Indian,Toronto,Male,Group A
1049,Student_1049,86.33,88.58,18.94,43.2,Australian,New York,Female,Group A
1050,Student_1050,99.41,46.97,43.94,79.79,American,Mumbai,Female,Group B
1051,Student_1051,73.85,32.64,52.95,10.4,Australian,Mumbai,Male,Group A
1052,Student_1052,69.22,3.86,84.09,91.68,British,New York,Other,Group C
1053,Student_1053,88.83,52.23,75.93,80.06,Australian,Toronto,Male,Group D
1054,Student_1054,87.09,47.74,1.32,74.78,Canadian,London,Female,Group C
1055,Student_1055,31.74,16.65,31.12,88.17,Australian,Mumbai,Male,Group B
1056,Student_1056,29.51,12.32,38.89,43.01,Indian,London,Female,Group D
1057,Student_1057,66.36,12.26,96.05,10.35,Indian,Mumbai,Female,Group D
1058,Student_1058,85.87,55.12,89.54,47.15,Canadian,London,Male,Group E
1059,Student_1059,32.74,49.83,46.62,70.85,Australian,New York,Male,Group E
1060,Student_1060,20.5,87.36,20.58,71.11,Canadian,Mumbai,Female,Group C
1061,Student_1061,98.14,18.92,18.73,13.39,American,Sydney,Female,Group E
1062,Student_1062,89.76,68.97,71.49,13.01,Indian,Sydney,Female,Group E
1063,Student_1063,52.47,12.72,45.86,44.08,British,Sydney,Female,Group B
1064,Student_1064,64.65,99.89,65.83,94.58,British,London,Male,Group B
1065,Student_1065,53.83,89.99,21.28,74.94,American,Sydney,Other,Group D
1066,Student_1066,97.84,0.2,78.8,48.08,Indian,Mumbai,Female,Group B
1067,Student_1067,30.68,40.15,60.08,26.59,British,Sydney,Other,Group B
1068,Student_1068,3.36,59.48,49.92,94.96,Canadian,Toronto,Male,Group C
1069,Student_1069,83.59,19.36,91.89,83.32,British,New York,Female,Group D
1070,Student_1070,43.48,36.64,31.55,69.51,Indian,Mumbai,Male,Group A
1071,Student_1071,13.13,57.7,11.55,18.16,American,New York,Other,Group B
1072,Student_1072,77.72,28.69,94.54,81.47,Australian,Mumbai,Other,Group C
1073,Student_1073,1.03,63.31,25.19,87.89,American,Mumbai,Male,Group C
1074,Student_1074,26.13,42.44,96.11,92.4,British,London,Female,Group A
1075,Student_1075,66.11,46.4,59.6,54.31,American,Toronto,Other,Group A
1076,Student_1076,64.03,17.31,96.14,53.58,Canadian,Toronto,Female,Group D
1077,Student_1077,20.12,45.62,9.6,97.41,British,Mumbai,Female,Group D
1078,Student_1078,64.18,86.45,39.44,91.84,American,New York,Other,Group C
1079,Student_1079,84.24,66.29,40.63,61.34,British,Sydney,Male,Group A
1080,Student_1080,31.21,65.27,82.06,17.84,Indian,New York,Female,Group C
1081,Student_1081,86.31,40.65,69.48,57.93,Australian,Toronto,Male,Group B
1082,Student_1082,77.99,40.16,97.71,33.97,American,New York,Other,Group C
1083,Student_1083,59.42,62.36,11.97,68.07,Indian,New York,Male,Group A
1084,Student_1084,96.53,49.53,86.58,10.31,American,Sydney,Other,Group A
1085,Student_1085,57.53,87.46,25.02,50.18,Indian,Toronto,Female,Group D
1086,Student_1086,23.75,99.81,28.1,75.53,Canadian,London,Male,Group D
1087,Student_1087,10.37,17.39,93.73,66.63,Canadian,Mumbai,Male,Group D
1088,Student_1088,16.37,4.23,92.8,95.28,American,Mumbai,Male,Group C
1089,Student_1089,46.82,53.81,95.17,23.35,American,Mumbai,Other,Group C
1090,Student_1090,44.49,41.76,11.86,27.83,Indian,New York,Female,Group E
1091,Student_1091,16.44,15.24,96.78,54.97,Canadian,Sydney,Female,Group C
1092,Student_1092,35.4,12.28,7.46,28.02,British,London,Other,Group C
1093,Student_1093,65.78,93.7,98.03,94.24,Canadian,New York,Female,Group D
1094,Student_1094,30.17,60.67,21.1,31.96,Indian,London,Other,Group C
1095,Student_1095,25.18,97.64,84.98,52.96,Indian,Mumbai,Other,Group D
1096,Student_1096,27.79,65.29,78.49,39.79,Indian,Sydney,Other,Group B
1097,Student_1097,99.73,31.61,51.19,19.93,Australian,New York,Female,Group C
1098,Student_1098,60.17,97.73,62.1,19.7,British,Toronto,Male,Group A
1099,Student_1099,51.01,45.92,21.0,93.87,Australian,London,Other,Group D
1100,Student_1100,28.4,13.45,77.98,71.54,American,Sydney,Female,Group B
1101,Student_1101,56.16,96.37,87.89,73.07,Canadian,Toronto,Male,Group D
1102,Student_1102,73.9,11.04,83.19,30.85,British,London,Other,Group A
1103,Student_1103,31.45,58.34,81.62,1.17,Indian,New York,Other,Group A
1104,Student_1104,94.09,2.86,24.8,62.35,British,Sydney,Other,Group A
1105,Student_1105,48.09,38.56,14.31,67.51,Indian,New York,Male,Group D
