id,name,nationality,city,gender,ethnic.group,english.grade,math.grade,sciences.grade,language.grade
929,Student_929,USA,London,Male,Group_C,53,91,99,89
930,Student_930,Germany,London,Male,Group_C,67,99,99,68
931,Student_931,India,New York,Male,Group_B,76,72,56,67
932,Student_932,USA,Berlin,Male,Group_C,92,56,64,99
933,Student_933,India,London,Female,Group_C,81,88,67,80
934,Student_934,China,New York,Female,Group_C,82,52,67,82
935,Student_935,Germany,London,Male,Group_A,77,61,90,96
936,Student_936,USA,Berlin,Female,Group_B,91,56,73,67
937,Student_937,USA,Beijing,Male,Group_A,90,98,51,88
938,Student_938,USA,Berlin,Male,Group_B,85,75,89,65
939,Student_939,USA,Mumbai,Male,Group_B,55,82,69,65
940,Student_940,USA,London,Male,Group_C,65,86,83,96
941,Student_941,India,London,Male,Group_B,83,97,92,87
942,Student_942,Germany,Mumbai,Female,Group_A,72,64,75,90
943,Student_943,China,Mumbai,Female,Group_A,99,51,56,56
944,Student_944,China,Beijing,Male,Group_A,91,90,87,63
945,Student_945,China,London,Female,Group_B,73,56,79,92
946,Student_946,China,London,Male,Group_A,98,81,91,97
947,Student_947,India,Beijing,Female,Group_B,62,53,54,74
948,Student_948,UK,New York,Male,Group_A,67,69,60,81
949,Student_949,Germany,Beijing,Female,Group_A,62,99,50,87
950,Student_950,USA,Berlin,Male,Group_B,98,85,83,71
951,Student_951,UK,London,Male,Group_A,86,81,50,65
952,Student_952,China,Mumbai,Female,Group_C,92,77,68,78
953,Student_953,UK,Berlin,Female,Group_B,88,62,51,65
954,Student_954,Germany,London,Male,Group_B,91,50,70,61
955,Student_955,USA,Beijing,Female,Group_B,66,84,69,66
956,Student_956,USA,Berlin,Male,Group_C,64,97,72,86
957,Student_957,Germany,London,Female,Group_B,67,79,70,76
958,Student_958,Germany,New York,Female,Group_A,72,85,73,74
959,Student_959,China,New York,Male,Group_A,79,74,53,62
960,Student_960,USA,Mumbai,Female,Group_A,83,65,61,57
961,Student_961,UK,London,Female,Group_B,53,68,71,54
962,Student_962,India,New York,Male,Group_A,52,50,69,61
963,Student_963,India,Beijing,Female,Group_B,56,54,67,90
964,Student_964,Germany,London,Male,Group_A,67,71,50,52
965,Student_965,China,Beijing,Male,Group_C,91,73,79,84
966,Student_966,India,Beijing,Male,Group_C,56,92,82,82
967,Student_967,USA,New York,Male,Group_C,89,94,73,71
968,Student_968,Germany,London,Male,Group_C,55,86,63,99
969,Student_969,UK,Berlin,Female,Group_B,71,85,85,93
970,Student_970,Germany,New York,Male,Group_A,50,85,54,58
971,Student_971,UK,New York,Male,Group_C,53,53,60,90
972,Student_972,Germany,London,Female,Group_B,95,85,73,67
973,Student_973,Germany,London,Female,Group_C,98,67,80,99
974,Student_974,Germany,Beijing,Female,Group_C,99,99,62,78
975,Student_975,UK,London,Male,Group_B,92,65,65,88
976,Student_976,UK,Beijing,Male,Group_B,78,90,73,76
977,Student_977,Germany,New York,Male,Group_A,70,67,62,85
978,Student_978,India,Mumbai,Female,Group_A,75,71,73,94
979,Student_979,China,Berlin,Male,Group_C,63,51,75,66
980,Student_980,China,New York,Female,Group_C,58,70,51,83
981,Student_981,China,London,Male,Group_A,96,85,65,95
982,Student_982,UK,Berlin,Female,Group_A,61,93,87,52
983,Student_983,UK,Mumbai,Male,Group_B,91,88,95,54
984,Student_984,India,Mumbai,Male,Group_A,55,96,50,63
985,Student_985,China,Beijing,Male,Group_A,69,88,98,52
986,Student_986,China,Berlin,Female,Group_C,73,78,60,72
987,Student_987,Germany,Beijing,Female,Group_A,76,75,84,88
988,Student_988,UK,New York,Male,Group_C,87,70,92,79
989,Student_989,China,Berlin,Male,Group_A,57,66,78,99
990,Student_990,India,New York,Male,Group_B,50,65,86,94
991,Student_991,India,Beijing,Female,Group_A,98,80,66,72
992,Student_992,China,Berlin,Male,Group_A,98,58,88,76
993,Student_993,UK,Beijing,Male,Group_A,73,80,91,59
994,Student_994,India,Berlin,Male,Group_C,96,63,77,74
995,Student_995,Germany,Beijing,Male,Group_B,56,98,78,62
996,Student_996,India,Mumbai,Female,Group_A,68,86,92,65
997,Student_997,USA,Beijing,Female,Group_C,71,51,52,90
998,Student_998,USA,Mumbai,Male,Group_B,84,97,59,83
999,Student_999,UK,Beijing,Male,Group_C,79,95,91,86
1000,Student_1000,China,Berlin,Female,Group_C,78,63,63,71
1001,Student_1001,UK,Berlin,Female,Group_B,71,82,61,66
1002,Student_1002,UK,Berlin,Male,Group_A,60,84,96,72
1003,Student_1003,UK,London,Female,Group_C,69,88,91,85
1004,Student_1004,UK,New York,Female,Group_C,78,96,79,98
1005,Student_1005,Germany,Berlin,Male,Group_A,90,69,81,58
1006,Student_1006,Germany,Mumbai,Female,Group_A,91,51,81,51
1007,Student_1007,India,Berlin,Female,Group_B,83,90,91,81
1008,Student_1008,USA,London,Male,Group_B,50,68,81,99
1009,Student_1009,UK,Mumbai,Male,Group_B,80,86,75,71
1010,Student_1010,India,London,Female,Group_A,79,67,50,92
1011,Student_1011,USA,Mumbai,Male,Group_C,97,65,91,62
1012,Student_1012,China,Beijing,Female,Group_C,67,53,51,57
1013,Student_1013,Germany,New York,Male,Group_B,66,61,66,50
1014,Student_1014,USA,New York,Female,Group_A,87,78,79,66
1015,Student_1015,China,London,Male,Group_C,63,56,88,61
1016,Student_1016,USA,New York,Female,Group_B,72,63,56,53
1017,Student_1017,Germany,London,Female,Group_C,74,61,76,62
1018,Student_1018,Germany,London,Female,Group_C,64,84,58,80
1019,Student_1019,India,London,Male,Group_A,95,54,71,90
1020,Student_1020,UK,New York,Male,Group_A,71,66,83,56
1021,Student_1021,USA,London,Female,Group_C,52,91,95,72
1022,Student_1022,USA,New York,Female,Group_B,68,81,98,73
1023,Student_1023,China,London,Male,Group_A,93,59,50,54
1024,Student_1024,Germany,Berlin,Male,Group_C,83,92,58,54
1025,Student_1025,USA,London,Male,Group_A,84,66,69,66
1026,Student_1026,Germany,Mumbai,Male,Group_A,99,54,68,79
1027,Student_1027,USA,London,Male,Group_A,50,94,85,58
1028,Student_1028,India,Beijing,Male,Group_C,70,91,89,55
1029,Student_1029,UK,London,Female,Group_B,78,58,94,74
1030,Student_1030,USA,Mumbai,Male,Group_B,55,98,53,68
1031,Student_1031,Germany,Mumbai,Female,Group_B,86,82,58,65
1032,Student_1032,India,New York,Male,Group_A,50,85,90,70
1033,Student_1033,USA,Berlin,Male,Group_C,50,85,71,51
1034,Student_1034,China,London,Female,Group_A,76,67,67,59
1035,Student_1035,UK,New York,Female,Group_B,70,58,61,65
1036,Student_1036,USA,Berlin,Male,Group_B,65,78,91,86
1037,Student_1037,India,London,Female,Group_C,93,99,92,64
1038,Student_1038,China,Beijing,Female,Group_A,89,63,88,62
1039,Student_1039,India,London,Female,Group_B,75,74,58,62
1040,Student_1040,India,Mumbai,Female,Group_C,65,64,55,81
1041,Student_1041,China,Mumbai,Male,Group_A,77,55,68,94
1042,Student_1042,India,Beijing,Female,Group_A,50,91,97,96
1043,Student_1043,China,New York,Male,Group_B,85,78,96,95
1044,Student_1044,USA,Berlin,Male,Group_B,59,64,56,57
1045,Student_1045,China,London,Male,Group_A,92,78,65,92
1046,Student_1046,China,Mumbai,Male,Group_A,66,53,54,67
1047,Student_1047,UK,New York,Female,Group_B,72,67,65,85
1048,Student_1048,China,Beijing,Female,Group_A,56,99,50,75
1049,Student_1049,China,Mumbai,Male,Group_B,93,98,86,59
1050,Student_1050,USA,Beijing,Male,Group_A,56,93,88,80
1051,Student_1051,UK,London,Male,Group_B,93,88,68,82
1052,Student_1052,Germany,Berlin,Male,Group_C,64,65,86,78
1053,Student_1053,USA,Mumbai,Female,Group_B,83,60,66,54
1054,Student_1054,USA,Mumbai,Male,Group_B,95,63,75,62
1055,Student_1055,Germany,London,Female,Group_C,94,52,71,50
1056,Student_1056,China,New York,Male,Group_A,53,99,57,72
1057,Student_1057,India,Berlin,Male,Group_C,63,91,82,89
1058,Student_1058,UK,Mumbai,Male,Group_B,63,87,51,52
1059,Student_1059,India,Berlin,Male,Group_A,65,94,79,52
1060,Student_1060,Germany,Mumbai,Female,Group_C,56,91,96,56
1061,Student_1061,USA,Berlin,Female,Group_A,81,67,69,85
1062,Student_1062,USA,Beijing,Female,Group_A,68,69,67,84
1063,Student_1063,UK,Mumbai,Male,Group_C,51,97,92,64
1064,Student_1064,USA,Berlin,Male,Group_A,59,74,59,89
1065,Student_1065,USA,New York,Female,Group_C,99,87,73,52
1066,Student_1066,UK,Beijing,Female,Group_B,66,62,53,78
1067,Student_1067,UK,Beijing,Male,Group_A,86,53,86,79
1068,Student_1068,Germany,New York,Male,Group_B,61,63,53,88
1069,Student_1069,USA,Berlin,Female,Group_B,55,82,62,67
1070,Student_1070,USA,London,Male,Group_A,71,77,74,60
1071,Student_1071,Germany,New York,Male,Group_C,81,86,62,92
1072,Student_1072,China,Berlin,Female,Group_A,90,57,67,98
1073,Student_1073,China,New York,Male,Group_B,69,93,73,87
1074,Student_1074,China,New York,Female,Group_B,50,83,51,89
1075,Student_1075,Germany,Mumbai,Male,Group_C,96,93,97,50
1076,Student_1076,USA,Berlin,Female,Group_A,55,54,82,78
1077,Student_1077,Germany,London,Male,Group_B,68,54,68,59
1078,Student_1078,Germany,Mumbai,Female,Group_B,67,80,58,77
1079,Student_1079,China,New York,Female,Group_B,55,94,77,80
1080,Student_1080,India,New York,Female,Group_C,94,58,84,68
1081,Student_1081,USA,New York,Female,Group_B,82,91,88,52
1082,Student_1082,China,Berlin,Male,Group_B,72,81,59,85
1083,Student_1083,India,Berlin,Male,Group_A,72,82,50,92
1084,Student_1084,India,Mumbai,Female,Group_A,75,52,91,64
1085,Student_1085,UK,London,Male,Group_B,62,79,70,82
1086,Student_1086,USA,Mumbai,Male,Group_B,56,99,58,90
1087,Student_1087,India,Beijing,Male,Group_A,64,61,96,92
1088,Student_1088,China,New York,Male,Group_C,93,78,64,94
1089,Student_1089,UK,New York,Male,Group_C,76,52,84,75
1090,Student_1090,USA,New York,Female,Group_C,75,75,54,65
1091,Student_1091,Germany,Mumbai,Female,Group_C,82,79,90,85
1092,Student_1092,China,Mumbai,Female,Group_C,64,58,71,82
1093,Student_1093,India,New York,Female,Group_C,85,75,90,69
1094,Student_1094,India,Mumbai,Male,Group_C,94,51,72,62
1095,Student_1095,China,Berlin,Male,Group_C,76,52,56,82
1096,Student_1096,India,Berlin,Female,Group_A,54,95,72,54
1097,Student_1097,UK,Mumbai,Male,Group_C,51,53,93,86
1098,Student_1098,USA,New York,Male,Group_C,82,74,74,63
1099,Student_1099,UK,Mumbai,Female,Group_C,65,62,76,76
1100,Student_1100,India,Mumbai,Male,Group_B,72,88,90,72
1101,Student_1101,Germany,Mumbai,Female,Group_A,87,93,55,63
1102,Student_1102,USA,Beijing,Female,Group_A,65,84,83,89
1103,Student_1103,USA,Berlin,Male,Group_A,63,72,58,53
1104,Student_1104,China,London,Male,Group_C,78,58,98,88
1105,Student_1105,China,London,Female,Group_C,75,51,82,68
1106,Student_1106,Germany,Beijing,Female,Group_B,84,90,55,96
1107,Student_1107,USA,Mumbai,Male,Group_A,64,93,86,53
1108,Student_1108,Germany,Beijing,Female,Group_C,52,80,80,79
1109,Student_1109,China,Beijing,Female,Group_A,72,93,83,68
1110,Student_1110,China,New York,Female,Group_B,78,96,90,80
1111,Student_1111,USA,Berlin,Male,Group_B,83,51,78,80
1112,Student_1112,UK,London,Female,Group_B,82,81,63,58
1113,Student_1113,India,Mumbai,Male,Group_A,90,67,85,62
1114,Student_1114,China,London,Female,Group_C,90,62,85,63
1115,Student_1115,China,London,Male,Group_C,72,95,64,95
1116,Student_1116,UK,Berlin,Female,Group_B,56,54,57,59
1117,Student_1117,UK,London,Male,Group_C,52,91,75,97
1118,Student_1118,Germany,London,Male,Group_B,81,93,85,80
1119,Student_1119,Germany,Beijing,Male,Group_A,80,59,97,86
1120,Student_1120,India,Berlin,Female,Group_B,67,92,70,72
1121,Student_1121,India,New York,Female,Group_A,92,74,77,76
1122,Student_1122,USA,Mumbai,Female,Group_B,56,83,53,55
1123,Student_1123,Germany,London,Male,Group_C,90,86,65,75
1124,Student_1124,China,Mumbai,Female,Group_C,50,79,71,51
1125,Student_1125,Germany,New York,Male,Group_B,63,56,61,94
1126,Student_1126,China,Mumbai,Female,Group_C,81,55,65,62
1127,Student_1127,UK,New York,Male,Group_C,55,52,89,99
1128,Student_1128,Germany,Beijing,Male,Group_C,88,62,87,68
1129,Student_1129,UK,London,Male,Group_A,59,52,91,50
1130,Student_1130,India,New York,Female,Group_C,56,75,86,89
1131,Student_1131,India,Mumbai,Female,Group_A,75,73,78,81
1132,Student_1132,USA,London,Female,Group_B,83,55,67,71
1133,Student_1133,Germany,Beijing,Male,Group_C,79,92,59,97
1134,Student_1134,UK,London,Male,Group_C,85,98,91,78
1135,Student_1135,China,New York,Female,Group_C,70,91,88,51
1136,Student_1136,India,Beijing,Female,Group_B,66,61,67,89
1137,Student_1137,India,Mumbai,Female,Group_A,82,98,50,87
1138,Student_1138,China,Beijing,Male,Group_A,59,85,88,97
1139,Student_1139,UK,Beijing,Male,Group_C,96,51,70,60
1140,Student_1140,UK,Berlin,Male,Group_B,91,60,50,66
1141,Student_1141,Germany,Beijing,Male,Group_B,61,88,64,92
1142,Student_1142,Germany,Beijing,Male,Group_B,65,83,53,57
1143,Student_1143,USA,London,Female,Group_B,90,75,69,71
1144,Student_1144,India,Mumbai,Male,Group_B,81,67,59,53
1145,Student_1145,Germany,London,Male,Group_A,64,70,72,60
1146,Student_1146,UK,London,Male,Group_A,76,85,90,57
1147,Student_1147,China,New York,Male,Group_A,77,89,83,58
1148,Student_1148,UK,London,Male,Group_C,66,95,95,75
1149,Student_1149,India,Berlin,Female,Group_B,95,93,97,51
1150,Student_1150,UK,Berlin,Male,Group_C,99,71,82,65
1151,Student_1151,USA,New York,Male,Group_B,51,79,83,80
1152,Student_1152,India,Mumbai,Male,Group_A,85,99,88,55
1153,Student_1153,China,Mumbai,Female,Group_C,99,92,59,70
1154,Student_1154,USA,London,Female,Group_A,56,79,69,75
1155,Student_1155,India,London,Female,Group_B,62,57,50,68
1156,Student_1156,China,London,Male,Group_B,64,83,62,77
1157,Student_1157,USA,Mumbai,Female,Group_B,74,96,50,57
1158,Student_1158,USA,Beijing,Male,Group_A,72,58,54,63
1159,Student_1159,India,Berlin,Male,Group_B,71,69,65,73
1160,Student_1160,Germany,Beijing,Female,Group_A,75,89,64,97
1161,Student_1161,USA,Beijing,Male,Group_C,82,74,98,93
1162,Student_1162,USA,Mumbai,Male,Group_B,60,68,77,86
1163,Student_1163,China,Beijing,Male,Group_B,59,54,80,75
1164,Student_1164,UK,New York,Female,Group_B,74,60,72,80
1165,Student_1165,India,London,Male,Group_C,86,64,97,81
1166,Student_1166,India,New York,Male,Group_B,97,57,94,99
1167,Student_1167,Germany,Berlin,Female,Group_A,92,68,92,90
1168,Student_1168,Germany,London,Male,Group_A,87,72,66,51
1169,Student_1169,India,Beijing,Male,Group_B,90,76,98,74
1170,Student_1170,Germany,Berlin,Female,Group_B,94,89,83,93
1171,Student_1171,China,London,Male,Group_C,73,81,62,51
1172,Student_1172,India,Beijing,Male,Group_C,89,75,63,91
1173,Student_1173,Germany,New York,Male,Group_C,95,76,60,50
1174,Student_1174,India,London,Male,Group_B,82,68,77,85
1175,Student_1175,UK,Beijing,Male,Group_C,66,99,91,61
1176,Student_1176,USA,New York,Female,Group_C,73,91,81,58
1177,Student_1177,India,Berlin,Female,Group_A,86,78,84,85
1178,Student_1178,USA,Berlin,Female,Group_C,51,88,80,90
1179,Student_1179,Germany,Berlin,Female,Group_A,81,90,66,77
1180,Student_1180,USA,Berlin,Male,Group_A,73,82,96,87
1181,Student_1181,India,Mumbai,Male,Group_C,58,68,58,82
1182,Student_1182,UK,London,Male,Group_A,53,86,59,91
1183,Student_1183,Germany,London,Male,Group_B,66,68,57,95
1184,Student_1184,India,Mumbai,Male,Group_B,66,82,70,71
1185,Student_1185,Germany,Beijing,Female,Group_C,99,96,62,74
1186,Student_1186,China,Beijing,Female,Group_B,97,65,99,67
1187,Student_1187,USA,Berlin,Male,Group_A,79,72,54,55
1188,Student_1188,China,New York,Male,Group_B,89,56,55,67
1189,Student_1189,India,Beijing,Male,Group_C,60,75,79,65
1190,Student_1190,UK,New York,Female,Group_C,70,81,80,64
1191,Student_1191,Germany,London,Male,Group_A,70,61,66,97
1192,Student_1192,USA,New York,Male,Group_C,67,57,60,57
1193,Student_1193,Germany,London,Male,Group_B,78,54,69,62
1194,Student_1194,India,Mumbai,Female,Group_C,73,91,97,92
1195,Student_1195,Germany,Mumbai,Male,Group_A,59,77,58,56
1196,Student_1196,USA,Berlin,Female,Group_C,94,54,51,66
1197,Student_1197,India,Beijing,Female,Group_B,66,98,86,99
1198,Student_1198,Germany,Berlin,Female,Group_A,67,75,50,81
1199,Student_1199,UK,London,Female,Group_B,91,54,53,71
1200,Student_1200,India,Berlin,Female,Group_A,97,71,85,62
1201,Student_1201,India,New York,Female,Group_C,69,64,74,96
1202,Student_1202,UK,London,Male,Group_A,86,62,52,72
1203,Student_1203,China,Mumbai,Male,Group_A,94,77,58,78
1204,Student_1204,USA,Beijing,Male,Group_C,67,82,71,71
1205,Student_1205,China,London,Female,Group_B,66,92,72,50
1206,Student_1206,Germany,London,Male,Group_C,58,72,61,78
1207,Student_1207,UK,New York,Female,Group_A,63,82,59,97
1208,Student_1208,China,Beijing,Female,Group_C,98,92,83,54
1209,Student_1209,India,Mumbai,Female,Group_A,78,67,92,84
1210,Student_1210,Germany,London,Male,Group_C,80,99,59,59
1211,Student_1211,Germany,London,Female,Group_C,53,79,79,68
1212,Student_1212,China,New York,Female,Group_B,67,75,71,86
1213,Student_1213,China,Berlin,Male,Group_A,69,65,55,56
1214,Student_1214,UK,Mumbai,Male,Group_B,96,62,99,95
1215,Student_1215,USA,Beijing,Female,Group_A,92,88,51,84
1216,Student_1216,China,London,Female,Group_C,93,82,79,94
1217,Student_1217,China,London,Male,Group_A,58,75,51,62
1218,Student_1218,India,Mumbai,Male,Group_B,62,97,81,59
1219,Student_1219,Germany,Berlin,Male,Group_B,64,50,91,51
1220,Student_1220,USA,London,Female,Group_B,76,98,65,55
1221,Student_1221,India,Mumbai,Male,Group_A,64,87,61,57
1222,Student_1222,UK,New York,Male,Group_B,77,51,50,85
1223,Student_1223,UK,Berlin,Male,Group_B,86,98,57,74
1224,Student_1224,China,Beijing,Female,Group_B,68,55,97,93
1225,Student_1225,China,London,Male,Group_C,75,95,99,96
1226,Student_1226,UK,Mumbai,Male,Group_C,75,99,62,89
1227,Student_1227,China,New York,Male,Group_A,74,87,64,56
1228,Student_1228,USA,Beijing,Male,Group_A,75,91,93,95
1229,Student_1229,China,Mumbai,Male,Group_B,75,73,57,72
1230,Student_1230,Germany,Mumbai,Female,Group_C,95,67,59,68
1231,Student_1231,China,Beijing,Female,Group_B,77,76,95,95
1232,Student_1232,India,New York,Female,Group_B,98,90,54,71
1233,Student_1233,USA,New York,Male,Group_C,67,57,99,62
1234,Student_1234,India,Berlin,Female,Group_C,81,77,68,70
1235,Student_1235,India,London,Female,Group_C,52,59,96,50
1236,Student_1236,Germany,Beijing,Female,Group_A,51,66,87,68
1237,Student_1237,USA,Beijing,Male,Group_A,82,78,60,82
1238,Student_1238,USA,Beijing,Male,Group_B,91,55,92,53
1239,Student_1239,USA,New York,Female,Group_A,68,63,69,91
1240,Student_1240,USA,London,Female,Group_C,66,71,69,52
1241,Student_1241,USA,Berlin,Male,Group_C,93,55,70,76
1242,Student_1242,Germany,Mumbai,Male,Group_A,82,75,67,90
1243,Student_1243,China,Mumbai,Female,Group_B,61,88,99,84
1244,Student_1244,India,Beijing,Male,Group_B,98,61,59,77
1245,Student_1245,USA,London,Female,Group_A,52,84,83,55
1246,Student_1246,China,New York,Male,Group_B,92,63,75,55
1247,Student_1247,China,London,Female,Group_B,98,71,79,93
1248,Student_1248,India,London,Female,Group_B,75,72,58,72
1249,Student_1249,Germany,New York,Male,Group_C,84,97,95,82
1250,Student_1250,UK,Beijing,Female,Group_C,57,56,80,65
1251,Student_1251,UK,London,Female,Group_A,85,89,91,73
1252,Student_1252,China,Mumbai,Female,Group_C,56,99,53,54
1253,Student_1253,India,New York,Male,Group_B,95,74,55,90
1254,Student_1254,UK,Berlin,Male,Group_C,95,62,63,91
1255,Student_1255,China,Beijing,Male,Group_A,85,70,53,62
1256,Student_1256,Germany,New York,Female,Group_C,65,90,75,96
1257,Student_1257,UK,Berlin,Male,Group_B,73,59,96,61
1258,Student_1258,China,Berlin,Female,Group_B,50,58,97,54
1259,Student_1259,China,London,Female,Group_A,98,64,88,86
1260,Student_1260,USA,London,Male,Group_C,74,51,66,80
1261,Student_1261,Germany,London,Male,Group_C,59,74,68,77
1262,Student_1262,USA,New York,Female,Group_C,65,62,98,77
1263,Student_1263,India,New York,Female,Group_B,65,83,55,79
1264,Student_1264,USA,Beijing,Male,Group_A,57,83,78,67
1265,Student_1265,USA,London,Male,Group_C,78,84,60,93
1266,Student_1266,UK,Berlin,Male,Group_B,88,87,65,76
1267,Student_1267,China,Mumbai,Female,Group_B,77,52,79,84
1268,Student_1268,Germany,Beijing,Female,Group_B,55,91,74,75
1269,Student_1269,USA,New York,Female,Group_C,65,55,89,88
1270,Student_1270,Germany,Beijing,Female,Group_C,69,97,60,98
1271,Student_1271,USA,Beijing,Female,Group_C,65,98,56,67
1272,Student_1272,India,Beijing,Male,Group_C,56,68,75,82
1273,Student_1273,USA,Beijing,Male,Group_C,90,52,71,74
1274,Student_1274,UK,Mumbai,Female,Group_C,63,67,74,80
1275,Student_1275,China,London,Female,Group_C,92,88,68,86
1276,Student_1276,India,Berlin,Male,Group_C,75,58,80,51
1277,Student_1277,USA,Beijing,Male,Group_C,75,61,75,82
1278,Student_1278,Germany,Beijing,Male,Group_B,63,54,91,88
1279,Student_1279,India,Beijing,Male,Group_C,56,52,90,92
1280,Student_1280,India,London,Female,Group_A,82,60,85,92
1281,Student_1281,USA,New York,Male,Group_B,75,79,72,81
1282,Student_1282,India,New York,Female,Group_C,94,53,96,67
1283,Student_1283,Germany,Mumbai,Male,Group_A,69,54,62,66
1284,Student_1284,India,New York,Male,Group_C,52,50,74,83
1285,Student_1285,Germany,Beijing,Male,Group_A,53,76,51,88
1286,Student_1286,USA,Beijing,Female,Group_A,75,77,51,56
1287,Student_1287,China,Beijing,Female,Group_A,60,78,65,91
1288,Student_1288,India,Mumbai,Male,Group_A,51,67,58,84
1289,Student_1289,China,Beijing,Female,Group_B,63,61,77,79
1290,Student_1290,Germany,New York,Female,Group_B,93,62,62,61
1291,Student_1291,India,London,Male,Group_A,79,90,84,84
1292,Student_1292,UK,London,Male,Group_C,98,51,90,60
1293,Student_1293,China,Berlin,Female,Group_A,61,86,62,93
1294,Student_1294,India,New York,Female,Group_B,75,94,80,53
1295,Student_1295,China,Beijing,Female,Group_C,93,65,70,74
1296,Student_1296,India,London,Male,Group_B,82,97,81,97
1297,Student_1297,USA,New York,Male,Group_B,62,73,83,81
1298,Student_1298,China,London,Female,Group_C,63,84,57,69
1299,Student_1299,UK,Beijing,Male,Group_A,73,71,90,99
1300,Student_1300,UK,London,Male,Group_A,83,85,97,80
1301,Student_1301,Germany,Berlin,Female,Group_A,93,60,51,53
1302,Student_1302,India,Berlin,Female,Group_A,75,95,87,87
1303,Student_1303,China,London,Male,Group_C,70,78,81,96
1304,Student_1304,Germany,New York,Male,Group_C,77,84,89,50
1305,Student_1305,China,New York,Female,Group_C,97,97,77,52
1306,Student_1306,India,New York,Male,Group_B,85,64,86,86
1307,Student_1307,UK,London,Male,Group_C,89,80,90,71
1308,Student_1308,USA,New York,Female,Group_A,51,91,50,66
1309,Student_1309,UK,Beijing,Female,Group_B,91,90,90,63
1310,Student_1310,Germany,Berlin,Male,Group_A,58,92,59,90
1311,Student_1311,USA,Beijing,Male,Group_A,72,65,53,84
1312,Student_1312,Germany,New York,Male,Group_C,64,59,84,62
1313,Student_1313,India,Beijing,Female,Group_C,62,98,59,84
1314,Student_1314,USA,New York,Male,Group_A,72,81,96,92
1315,Student_1315,Germany,London,Male,Group_A,66,51,60,51
1316,Student_1316,India,Beijing,Female,Group_B,97,73,63,96
1317,Student_1317,UK,London,Female,Group_C,51,72,87,62
1318,Student_1318,India,London,Male,Group_B,69,51,61,65
1319,Student_1319,China,Mumbai,Female,Group_B,69,87,94,67
1320,Student_1320,India,New York,Female,Group_B,95,80,66,56
1321,Student_1321,India,Berlin,Male,Group_A,52,89,65,94
1322,Student_1322,China,New York,Female,Group_B,61,75,84,85
1323,Student_1323,Germany,Berlin,Female,Group_B,89,78,51,90
1324,Student_1324,Germany,New York,Male,Group_A,51,52,60,79
1325,Student_1325,India,London,Female,Group_C,85,63,90,91
1326,Student_1326,China,Beijing,Male,Group_C,63,74,52,90
1327,Student_1327,China,Beijing,Male,Group_B,65,97,78,56
1328,Student_1328,UK,Mumbai,Female,Group_A,68,50,67,64
1329,Student_1329,Germany,Berlin,Female,Group_C,83,52,69,89
1330,Student_1330,USA,Berlin,Female,Group_B,93,75,96,68
1331,Student_1331,Germany,Berlin,Male,Group_B,95,67,63,92
1332,Student_1332,Germany,London,Female,Group_A,55,58,83,86
1333,Student_1333,UK,Berlin,Male,Group_B,62,87,98,51
1334,Student_1334,USA,Beijing,Female,Group_C,85,72,80,91
1335,Student_1335,UK,London,Female,Group_A,71,70,89,97
1336,Student_1336,USA,New York,Female,Group_C,67,50,91,62
1337,Student_1337,India,Berlin,Male,Group_C,61,70,67,89
1338,Student_1338,USA,Berlin,Female,Group_C,79,76,79,90
1339,Student_1339,UK,New York,Female,Group_B,89,91,74,92
1340,Student_1340,Germany,Berlin,Male,Group_B,56,55,68,92
1341,Student_1341,USA,New York,Male,Group_C,81,93,57,80
1342,Student_1342,USA,London,Female,Group_C,97,85,77,65
1343,Student_1343,China,Beijing,Female,Group_A,68,77,57,91
1344,Student_1344,Germany,New York,Female,Group_A,55,94,80,93
1345,Student_1345,India,Mumbai,Male,Group_B,69,66,52,55
1346,Student_1346,UK,New York,Male,Group_B,76,89,52,77
1347,Student_1347,India,Berlin,Male,Group_A,92,52,93,81
1348,Student_1348,Germany,London,Male,Group_C,86,61,71,93
1349,Student_1349,USA,London,Female,Group_B,97,88,66,59
1350,Student_1350,USA,New York,Male,Group_C,56,61,85,99
1351,Student_1351,Germany,Beijing,Male,Group_A,54,51,66,67
1352,Student_1352,USA,Mumbai,Male,Group_B,60,95,63,53
1353,Student_1353,USA,London,Female,Group_B,64,71,58,58
1354,Student_1354,USA,Berlin,Female,Group_A,52,72,79,56
1355,Student_1355,UK,Berlin,Male,Group_B,54,79,70,99
1356,Student_1356,UK,Beijing,Male,Group_A,72,54,61,57
1357,Student_1357,China,London,Female,Group_B,86,58,86,92
1358,Student_1358,India,New York,Female,Group_A,58,70,81,56
1359,Student_1359,Germany,Berlin,Female,Group_B,64,60,60,90
1360,Student_1360,Germany,Beijing,Female,Group_C,52,54,69,89
1361,Student_1361,Germany,London,Female,Group_C,78,84,84,52
1362,Student_1362,China,London,Female,Group_C,55,76,96,66
1363,Student_1363,UK,London,Female,Group_B,66,98,95,51
1364,Student_1364,China,London,Female,Group_B,75,51,60,64
1365,Student_1365,Germany,London,Male,Group_C,70,73,57,95
1366,Student_1366,India,Berlin,Male,Group_C,57,80,53,78
1367,Student_1367,USA,Beijing,Male,Group_A,70,82,76,99
1368,Student_1368,UK,London,Male,Group_A,60,88,93,97
1369,Student_1369,UK,Mumbai,Male,Group_A,87,79,89,71
1370,Student_1370,China,Mumbai,Male,Group_C,57,95,87,53
1371,Student_1371,UK,Beijing,Female,Group_C,91,86,96,55
